,name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,player_id,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,week,year
1870,Matej Vydra,FWD,Burnley,0.2,0,0,3,0,0.0,111,35,0,0,0.0,0.0,2021-09-13T19:00:00Z,14,8,0,0,0,0,4,0,37197,1,3,0.0,1,-9408,3104,12512,54,False,0,4,2022
1871,Ethan Ampadu,DEF,Chelsea,0.0,0,0,0,0,0.0,139,33,0,0,0.0,0.0,2021-09-11T16:30:00Z,0,2,0,0,0,0,4,0,6104,0,3,0.0,0,-2129,285,2414,45,True,0,4,2022
1872,Marcus Forss,FWD,Brentford,-0.5,0,0,0,0,0.0,88,32,0,0,0.0,0.0,2021-09-11T14:00:00Z,0,4,0,0,0,0,4,0,10544,1,0,0.0,0,-2286,1516,3802,54,True,0,4,2022
1873,Todd Cantwell,MID,Norwich,0.3,0,0,4,0,1.3,325,31,1,0,0.6,2.6,2021-09-11T14:00:00Z,28,1,0,0,0,0,4,0,46447,0,1,2.0,1,-4514,8004,12518,55,False,0,4,2022
1874,Joe Gelhardt,FWD,Leeds,-0.5,0,0,0,0,0.0,577,36,0,0,0.0,0.0,2021-09-12T15:30:00Z,0,11,0,0,0,0,4,0,14157,3,0,0.0,0,10639,16283,5644,45,True,0,4,2022
1875,Jarrod Bowen,MID,West Ham,2.7,0,0,12,1,16.5,420,39,0,0,7.0,18.8,2021-09-11T14:00:00Z,82,16,0,0,0,0,4,0,72861,0,0,35.0,3,-18044,5493,23537,64,False,0,4,2022
1876,Folarin Balogun,FWD,Arsenal,1.3,0,0,0,0,0.0,530,31,0,0,0.0,0.0,2021-09-11T14:00:00Z,0,15,0,0,0,0,4,0,32475,0,1,0.0,0,-5970,7487,13457,50,True,0,4,2022
1877,Benjamin Mendy,DEF,Man City,0.0,0,0,0,0,0.0,253,37,0,0,0.0,0.0,2021-09-11T14:00:00Z,0,9,0,0,0,0,4,0,46032,1,0,0.0,0,-21682,1032,22714,54,False,0,4,2022
1878,Willian Borges Da Silva,MID,Arsenal,0.0,0,0,0,0,0.0,3,31,0,0,0.0,0.0,2021-09-11T14:00:00Z,0,15,0,0,0,0,4,0,9631,0,1,0.0,0,-3420,50,3470,63,True,0,4,2022
1879,Joe White,MID,Newcastle,0.1,0,0,0,0,0.0,599,38,0,0,0.0,0.0,2021-09-11T14:00:00Z,0,13,0,0,0,0,4,0,0,1,4,0.0,0,0,0,0,45,False,0,4,2022
1880,Francisco Machado Mota de Castro TrincÃ£o,MID,Wolves,3.2,0,0,6,1,14.7,461,40,0,0,5.3,8.6,2021-09-11T14:00:00Z,62,18,0,0,0,0,4,0,75960,2,0,30.0,3,40113,72452,32339,59,False,0,4,2022
1881,Manuel Lanzini,MID,West Ham,0.7,0,0,0,0,0.0,416,39,0,0,0.0,0.0,2021-09-11T14:00:00Z,0,16,0,0,0,0,4,0,9411,0,0,0.0,0,-676,1203,1879,59,False,0,4,2022
1882,Moussa Sissoko,MID,Watford,0.3,0,0,10,0,17.2,354,40,2,0,4.8,13.6,2021-09-11T14:00:00Z,90,20,0,0,0,0,4,0,196402,2,0,17.0,2,75636,131462,55826,45,True,0,4,2022
1883,Owen Dodgson,DEF,Burnley,-0.5,0,0,0,0,0.0,565,35,0,0,0.0,0.0,2021-09-13T19:00:00Z,0,8,0,0,0,0,4,0,4003,1,3,0.0,0,609,1171,562,40,False,0,4,2022
1884,Luka Milivojevic,MID,Crystal Palace,-0.2,0,0,3,0,0.4,152,34,0,0,0.3,2.8,2021-09-11T11:30:00Z,23,17,0,0,0,0,4,0,3550,0,3,0.0,1,-795,102,897,54,True,0,4,2022
1885,Ruben Loftus-Cheek,MID,Chelsea,0.5,0,0,0,0,0.0,132,33,0,0,0.0,0.0,2021-09-11T16:30:00Z,0,2,0,0,0,0,4,0,5008,0,3,0.0,0,-379,191,570,54,True,0,4,2022
1886,Dominic Thompson,DEF,Brentford,-0.5,0,0,0,0,0.0,498,32,0,0,0.0,0.0,2021-09-11T14:00:00Z,0,4,0,0,0,0,4,0,3779,1,0,0.0,0,-405,209,614,45,True,0,4,2022
1887,Ozan Kabak,DEF,Norwich,0.8,0,0,0,0,0.0,580,31,0,0,0.0,0.0,2021-09-11T14:00:00Z,0,1,0,0,0,0,4,0,2476,0,1,0.0,0,1577,2132,555,45,False,0,4,2022
1888,Liam McCarron,MID,Leeds,-0.5,0,0,0,0,0.0,576,36,0,0,0.0,0.0,2021-09-12T15:30:00Z,0,11,0,0,0,0,4,0,529,3,0,0.0,0,263,369,106,45,True,0,4,2022
1889,RÃºnar Alex RÃºnarsson,GK,Arsenal,0.0,0,0,0,0,0.0,2,31,0,0,0.0,0.0,2021-09-11T14:00:00Z,0,15,0,0,0,0,4,0,95398,0,1,0.0,0,-11457,8732,20189,40,True,0,4,2022
1890,Rui Pedro dos Santos PatrÃ­cio,GK,Wolves,0.0,0,0,0,0,0.0,427,40,0,0,0.0,0.0,2021-09-11T14:00:00Z,0,18,0,0,0,0,4,0,1742,2,0,0.0,0,-287,0,287,50,False,0,4,2022
1891,Eberechi Eze,MID,Crystal Palace,0.0,0,0,0,0,0.0,160,34,0,0,0.0,0.0,2021-09-11T11:30:00Z,0,17,0,0,0,0,4,0,2384,0,3,0.0,0,-336,204,540,59,True,0,4,2022
1892,Joseph Hungbo,MID,Watford,0.0,0,0,0,0,0.0,402,40,0,0,0.0,0.0,2021-09-11T14:00:00Z,0,20,0,0,0,0,4,0,1924,2,0,0.0,0,-520,0,520,45,True,0,4,2022
1893,Dale Stephens,MID,Burnley,0.0,0,0,0,0,0.0,102,35,0,0,0.0,0.0,2021-09-13T19:00:00Z,0,8,0,0,0,0,4,0,1521,1,3,0.0,0,-119,376,495,45,False,0,4,2022
1894,James RodrÃ­guez,MID,Everton,0.1,0,0,0,0,0.0,166,35,0,0,0.0,0.0,2021-09-13T19:00:00Z,0,5,0,0,0,0,4,0,59743,1,3,0.0,0,-10169,380,10549,69,True,0,4,2022
1895,JÃ¼rgen Locadia,FWD,Brighton,1.5,0,0,0,0,0.0,595,32,0,0,0.0,0.0,2021-09-11T14:00:00Z,0,3,0,0,0,0,4,0,0,1,0,0.0,0,0,0,0,45,False,0,4,2022
1896,Dwight Gayle,FWD,Newcastle,-1.0,0,0,0,0,0.0,300,38,0,0,0.0,0.0,2021-09-11T14:00:00Z,0,13,0,0,0,0,4,0,14054,1,4,0.0,0,-1700,2374,4074,54,False,0,4,2022
1897,Raphael Dias Belloli,MID,Leeds,3.2,0,0,10,0,35.3,196,36,3,0,5.5,16.0,2021-09-12T15:30:00Z,90,11,0,0,0,0,4,0,1187293,3,0,4.0,2,-166636,221759,388395,65,True,0,4,2022
1898,Issa Diop,DEF,West Ham,0.5,0,0,0,0,0.0,424,39,0,0,0.0,0.0,2021-09-11T14:00:00Z,0,16,0,0,0,0,4,0,26106,0,0,0.0,0,-3254,1959,5213,44,False,0,4,2022
1899,Michy Batshuayi,FWD,Chelsea,0.0,0,0,0,0,0.0,126,33,0,0,0.0,0.0,2021-09-11T16:30:00Z,0,2,0,0,0,0,4,0,6521,0,3,0.0,0,-2215,0,2215,55,True,0,4,2022
1900,RÃºben Diogo da Silva Neves,MID,Wolves,2.5,0,0,17,1,14.6,436,40,0,0,4.2,18.2,2021-09-11T14:00:00Z,90,18,0,0,0,0,4,0,105462,2,0,9.0,3,-1813,18484,20297,55,False,0,4,2022
1901,Mateo Kovacic,MID,Chelsea,6.2,1,2,42,1,17.5,125,33,0,1,9.6,60.8,2021-09-11T16:30:00Z,90,2,0,0,0,0,4,0,94058,0,3,18.0,13,8889,32961,24072,50,True,0,4,2022
1902,Conor Gallagher,MID,Crystal Palace,8.2,2,0,21,1,38.2,144,34,0,0,15.5,25.2,2021-09-11T11:30:00Z,90,17,0,0,0,0,4,0,111968,0,3,92.0,8,86510,118975,32465,55,True,1,4,2022
1903,Anthony Martial,FWD,Man Utd,2.0,0,0,3,0,0.3,278,38,0,0,0.2,0.0,2021-09-11T14:00:00Z,5,14,0,0,0,0,4,0,60951,1,4,2.0,1,-19471,2303,21774,77,True,0,4,2022
1904,Crysencio Summerville,MID,Leeds,-0.5,0,0,0,0,0.0,551,36,0,0,0.0,0.0,2021-09-12T15:30:00Z,0,11,0,0,0,0,4,0,4164,3,0,0.0,0,1271,2491,1220,45,True,0,4,2022
1905,Rico Henry,DEF,Brentford,2.8,0,0,9,0,12.9,83,32,1,0,2.3,10.2,2021-09-11T14:00:00Z,90,4,0,0,0,0,4,0,100050,1,0,0.0,2,11928,34071,22143,45,True,0,4,2022
1906,Harry Winks,MID,Spurs,1.0,0,0,4,0,0.9,366,34,0,0,0.4,3.0,2021-09-11T11:30:00Z,59,7,0,0,0,0,4,0,101505,0,3,0.0,1,5174,25729,20555,45,False,0,4,2022
1907,Davy PrÃ¶pper,MID,Brighton,0.0,0,0,0,0,0.0,57,32,0,0,0.0,0.0,2021-09-11T14:00:00Z,0,3,0,0,0,0,4,0,57,1,0,0.0,0,-14,0,14,45,False,0,4,2022
1908,Frederik Alves,DEF,West Ham,0.0,0,0,0,0,0.0,521,39,0,0,0.0,0.0,2021-09-11T14:00:00Z,0,16,0,0,0,0,4,0,20990,0,0,0.0,0,-4382,0,4382,40,False,0,4,2022
1909,Rodrigo Moreno,FWD,Leeds,0.2,0,0,5,0,14.8,187,36,1,0,3.9,7.6,2021-09-12T15:30:00Z,45,11,0,0,0,0,4,0,84281,3,0,17.0,1,-21083,6416,27499,63,True,0,4,2022
1910,Cristian Romero,DEF,Spurs,0.0,0,0,0,0,0.0,494,34,0,0,0.0,0.0,2021-09-11T11:30:00Z,0,7,0,0,0,0,4,0,23596,0,3,0.0,0,-6052,2906,8958,49,False,0,4,2022
1911,Callum Wilson,FWD,Newcastle,0.0,0,0,0,0,0.0,296,38,0,0,0.0,0.0,2021-09-11T14:00:00Z,0,13,0,0,0,0,4,0,222663,1,4,0.0,0,-233970,16705,250675,74,False,0,4,2022
1912,Joel Matip,DEF,Liverpool,5.2,0,0,27,1,13.4,224,36,0,0,4.5,11.6,2021-09-12T15:30:00Z,90,10,0,0,0,0,4,0,200487,3,0,20.0,6,82202,146977,64775,50,False,0,4,2022
1913,Dan Gosling,MID,Watford,-0.5,0,0,0,0,0.0,378,40,0,0,0.0,0.0,2021-09-11T14:00:00Z,0,20,0,0,0,0,4,0,2894,2,0,0.0,0,-905,90,995,49,True,0,4,2022
1914,Virgil van Dijk,DEF,Liverpool,5.2,0,0,27,1,13.9,229,36,0,0,5.0,11.6,2021-09-12T15:30:00Z,90,10,0,0,0,0,4,0,1174622,3,0,24.0,6,-24041,97350,121391,65,False,0,4,2022
1915,Ben Wilmot,DEF,Watford,0.0,0,0,0,0,0.0,401,40,0,0,0.0,0.0,2021-09-11T14:00:00Z,0,20,0,0,0,0,4,0,43,2,0,0.0,0,-4,0,4,45,True,0,4,2022
1916,SaÃ¯d Benrahma,MID,West Ham,7.7,0,0,13,1,32.3,419,39,0,0,5.9,10.2,2021-09-11T14:00:00Z,62,16,0,0,0,0,4,0,2555058,0,0,16.0,3,391208,704978,313770,64,False,0,4,2022
1917,Max Aarons,DEF,Norwich,0.3,0,0,9,0,20.0,326,31,1,0,6.0,25.2,2021-09-11T14:00:00Z,90,1,0,0,0,0,4,0,137488,0,1,15.0,1,-15186,11327,26513,45,False,1,4,2022
1918,Demarai Gray,MID,Everton,8.5,0,0,25,0,4.8,484,35,1,1,8.2,33.6,2021-09-13T19:00:00Z,87,5,0,0,0,0,4,0,799388,1,3,44.0,7,614701,802662,187961,56,True,0,4,2022
1919,Antonio RÃ¼diger,DEF,Chelsea,4.8,0,0,24,1,1.1,127,33,0,0,1.8,11.0,2021-09-11T16:30:00Z,90,2,0,0,0,0,4,0,664111,0,3,6.0,6,45706,154644,108938,55,True,0,4,2022
1920,Philip Zinckernagel,MID,Watford,0.0,0,0,0,0,0.0,392,40,0,0,0.0,0.0,2021-09-11T14:00:00Z,0,20,0,0,0,0,4,0,349,2,0,0.0,0,-52,0,52,55,True,0,4,2022
1921,Dean Henderson,GK,Man Utd,0.2,0,0,0,0,0.0,280,38,0,0,0.0,0.0,2021-09-11T14:00:00Z,0,14,0,0,0,0,4,0,50522,1,4,0.0,0,-16955,376,17331,49,True,0,4,2022
1922,Jamaal Lascelles,DEF,Newcastle,-0.8,0,0,18,0,0.1,299,38,4,0,3.9,39.0,2021-09-11T14:00:00Z,90,13,0,0,0,0,4,0,23170,1,4,0.0,0,-4011,783,4794,44,False,0,4,2022
1923,Darren Randolph,GK,West Ham,0.5,0,0,0,0,0.0,407,39,0,0,0.0,0.0,2021-09-11T14:00:00Z,0,16,0,0,0,0,4,0,12897,0,0,0.0,0,-999,498,1497,45,False,0,4,2022
1924,Mads Bech SÃ¸rensen,DEF,Brentford,0.0,0,0,0,0,0.0,90,32,0,0,0.0,0.0,2021-09-11T14:00:00Z,0,4,0,0,0,0,4,0,5599,1,0,0.0,0,-2225,83,2308,44,True,0,4,2022
1925,Malang Sarr,DEF,Chelsea,0.5,0,0,0,0,0.0,501,33,0,0,0.0,0.0,2021-09-11T16:30:00Z,0,2,0,0,0,0,4,0,4769,0,3,0.0,0,-364,442,806,50,True,0,4,2022
1926,Douglas Luiz Soares de Paulo,MID,Aston Villa,1.5,0,0,14,0,1.7,50,33,2,0,1.8,6.8,2021-09-11T16:30:00Z,79,6,0,0,0,0,4,0,67777,0,3,9.0,2,3673,16669,12996,45,False,0,4,2022
1927,Sergi CanÃ³s,MID,Brentford,1.8,0,0,10,1,1.3,81,32,0,0,0.7,5.6,2021-09-11T14:00:00Z,60,4,0,0,0,0,4,0,252273,1,0,0.0,2,-20790,49453,70243,55,True,1,4,2022
1928,Przemyslaw Placheta,MID,Norwich,-0.8,0,0,0,0,0.0,328,31,0,0,0.0,0.0,2021-09-11T14:00:00Z,0,1,0,0,0,0,4,0,847,0,1,0.0,0,-270,76,346,49,False,0,4,2022
1929,Patson Daka,FWD,Leicester,-0.2,0,0,0,0,0.0,455,37,0,0,0.0,0.0,2021-09-11T14:00:00Z,0,12,0,0,0,0,4,0,43972,1,0,0.0,0,-19310,1249,20559,72,True,0,4,2022
1930,Stuart Armstrong,MID,Southampton,0.0,0,0,0,0,0.0,339,39,0,0,0.0,0.0,2021-09-11T14:00:00Z,0,19,0,0,0,0,4,0,13658,0,0,0.0,0,-6404,153,6557,58,True,0,4,2022
1931,Ismaila Sarr,MID,Watford,1.5,0,0,3,0,13.3,399,40,2,0,2.5,1.2,2021-09-11T14:00:00Z,90,20,0,0,0,0,4,0,420552,2,0,10.0,2,40905,184043,143138,60,True,0,4,2022
1932,Owen Otasowie,MID,Wolves,0.0,0,0,0,0,0.0,442,40,0,0,0.0,0.0,2021-09-11T14:00:00Z,0,18,0,0,0,0,4,0,13417,2,0,0.0,0,-3600,0,3600,45,False,0,4,2022
1933,Reece Hannam,DEF,Crystal Palace,-0.5,0,0,0,0,0.0,540,34,0,0,0.0,0.0,2021-09-11T11:30:00Z,0,17,0,0,0,0,4,0,5224,0,3,0.0,0,372,1053,681,40,True,0,4,2022
1934,Martin Dubravka,GK,Newcastle,0.0,0,0,0,0,0.0,295,38,0,0,0.0,0.0,2021-09-11T14:00:00Z,0,13,0,0,0,0,4,0,9019,1,4,0.0,0,-1609,184,1793,45,False,0,4,2022
1935,Nathaniel Clyne,DEF,Crystal Palace,-0.5,0,0,0,0,0.0,493,34,0,0,0.0,0.0,2021-09-11T11:30:00Z,0,17,0,0,0,0,4,0,8282,0,3,0.0,0,-835,427,1262,45,True,0,4,2022
1936,Lukasz Fabianski,GK,West Ham,3.0,0,0,24,1,0.0,408,39,0,0,1.9,19.0,2021-09-11T14:00:00Z,90,16,0,0,0,0,4,2,159234,0,0,0.0,6,-4660,17487,22147,50,False,0,4,2022
1937,Gylfi Sigurdsson,MID,Everton,0.5,0,0,0,0,0.0,164,35,0,0,0.0,0.0,2021-09-13T19:00:00Z,0,5,0,0,0,0,4,0,87161,1,3,0.0,0,-13092,1558,14650,69,True,0,4,2022
1938,Yerry Mina,DEF,Everton,1.2,0,0,9,0,0.3,175,35,1,0,3.4,17.0,2021-09-13T19:00:00Z,90,5,0,0,0,0,4,0,34258,1,3,17.0,2,-12095,1001,13096,49,True,0,4,2022
1939,Nathan Collins,DEF,Burnley,-0.4,0,0,0,0,0.0,451,35,0,0,0.0,0.0,2021-09-13T19:00:00Z,0,8,0,0,0,0,4,0,6390,1,3,0.0,0,-1036,187,1223,44,False,0,4,2022
1940,MattÃ©o Guendouzi,MID,Arsenal,0.0,0,0,0,0,0.0,25,31,0,0,0.0,0.0,2021-09-11T14:00:00Z,0,15,0,0,0,0,4,0,125,0,1,0.0,0,-21,0,21,45,True,0,4,2022
1941,Shandon Baptiste,MID,Brentford,0.8,0,0,4,1,1.4,499,32,0,0,0.5,0.0,2021-09-11T14:00:00Z,74,4,0,0,0,0,4,0,2315,1,0,4.0,3,-97,320,417,50,True,0,4,2022
1942,James Justin,DEF,Leicester,0.0,0,0,0,0,0.0,218,37,0,0,0.0,0.0,2021-09-11T14:00:00Z,0,12,0,0,0,0,4,0,1910,1,0,0.0,0,-248,115,363,49,True,0,4,2022
1943,Conor Coventry,MID,West Ham,0.0,0,0,0,0,0.0,522,39,0,0,0.0,0.0,2021-09-11T14:00:00Z,0,16,0,0,0,0,4,0,6988,0,0,0.0,0,-1624,641,2265,45,False,0,4,2022
1944,Grant Hanley,DEF,Norwich,-0.3,0,0,13,0,11.2,319,31,1,0,4.3,30.0,2021-09-11T14:00:00Z,90,1,0,0,0,0,4,0,11589,0,1,2.0,1,-1016,755,1771,44,False,1,4,2022
1945,Emiliano MartÃ­nez,GK,Aston Villa,0.0,0,0,0,0,0.0,30,33,0,0,0.0,0.0,2021-09-11T16:30:00Z,0,6,0,0,0,0,4,0,1374952,0,3,0.0,0,-934838,4341,939179,55,False,0,4,2022
1946,Oriol Romeu Vidal,MID,Southampton,0.8,0,0,2,0,0.8,335,39,0,0,0.6,5.4,2021-09-11T14:00:00Z,52,19,0,0,0,0,4,0,51878,0,0,0.0,0,3540,13706,10166,45,True,1,4,2022
1947,Emil Krafth,DEF,Newcastle,-1.0,0,0,0,0,0.0,303,38,0,0,0.0,0.0,2021-09-11T14:00:00Z,0,13,0,0,0,0,4,0,4602,1,4,0.0,0,-588,126,714,44,False,0,4,2022
1948,Christian Pulisic,MID,Chelsea,0.0,0,0,0,0,0.0,137,33,0,0,0.0,0.0,2021-09-11T16:30:00Z,0,2,0,0,0,0,4,0,62712,0,3,0.0,0,-18035,2489,20524,79,True,0,4,2022
1949,JarosÅaw Jach,DEF,Crystal Palace,-0.5,0,0,0,0,0.0,158,34,0,0,0.0,0.0,2021-09-11T11:30:00Z,0,17,0,0,0,0,4,0,3582,0,3,0.0,0,-375,103,478,44,True,0,4,2022
1950,Tom Cleverley,MID,Watford,0.5,0,0,0,0,0.0,381,40,0,0,0.0,0.0,2021-09-11T14:00:00Z,0,20,0,0,0,0,4,0,16021,2,0,0.0,0,-752,3629,4381,50,True,0,4,2022
1951,Ãaglar SÃ¶yÃ¼ncÃ¼,DEF,Leicester,0.5,0,0,14,0,0.4,217,37,1,0,3.8,37.6,2021-09-11T14:00:00Z,90,12,0,0,0,0,4,0,210729,1,0,0.0,1,-33148,10073,43221,50,True,1,4,2022
1952,John Stones,DEF,Man City,0.5,0,0,0,0,0.0,252,37,0,0,0.0,0.0,2021-09-11T14:00:00Z,0,9,0,0,0,0,4,0,431989,1,0,0.0,0,-145879,11986,157865,53,False,0,4,2022
1953,Viljami Sinisalo,GK,Aston Villa,0.5,0,0,0,0,0.0,596,33,0,0,0.0,0.0,2021-09-11T16:30:00Z,0,6,0,0,0,0,4,0,0,0,3,0.0,0,0,0,0,40,False,0,4,2022
1954,Pedro Lomba Neto,MID,Wolves,0.0,0,0,0,0,0.0,441,40,0,0,0.0,0.0,2021-09-11T14:00:00Z,0,18,0,0,0,0,4,0,1937,2,0,0.0,0,-377,225,602,64,False,0,4,2022
1955,Danny Ings,FWD,Aston Villa,4.2,0,0,6,0,3.3,337,33,2,0,2.8,0.0,2021-09-11T16:30:00Z,68,6,0,0,0,0,4,0,2049336,0,3,26.0,2,-1018924,109215,1128139,80,False,0,4,2022
1956,Emerson Aparecido Leite de Souza Junior,DEF,Spurs,2.7,0,0,14,0,1.7,588,34,3,0,2.3,21.6,2021-09-11T11:30:00Z,90,7,0,0,0,0,4,0,13530,0,3,0.0,1,10223,15783,5560,50,False,0,4,2022
1957,Gabriel Fernando de Jesus,FWD,Man City,7.0,0,0,1,1,13.3,263,37,0,0,6.5,9.6,2021-09-11T14:00:00Z,83,9,0,0,0,0,4,0,535501,1,0,42.0,2,148095,292545,144450,86,False,0,4,2022
1958,Scott McTominay,MID,Man Utd,0.3,0,0,0,0,0.0,285,38,0,0,0.0,0.0,2021-09-11T14:00:00Z,0,14,0,0,0,0,4,0,21860,1,4,0.0,0,-11730,190,11920,54,True,0,4,2022
1959,Pablo MarÃ­,DEF,Arsenal,1.0,0,0,0,0,0.0,8,31,0,0,0.0,0.0,2021-09-11T14:00:00Z,0,15,0,0,0,0,4,0,12600,0,1,0.0,0,-1294,1624,2918,44,True,0,4,2022
1960,Taylor Richards,MID,Brighton,0.8,0,0,0,0,0.0,537,32,0,0,0.0,0.0,2021-09-11T14:00:00Z,0,3,0,0,0,0,4,0,2226,1,0,0.0,0,563,993,430,45,False,0,4,2022
1961,Andy Lonergan,GK,Everton,0.5,0,0,0,0,0.0,571,35,0,0,0.0,0.0,2021-09-13T19:00:00Z,0,5,0,0,0,0,4,0,3426,1,3,0.0,0,2251,2970,719,40,True,0,4,2022
1962,Florin Andone,FWD,Brighton,0.0,0,0,0,0,0.0,500,32,0,0,0.0,0.0,2021-09-11T14:00:00Z,0,3,0,0,0,0,4,0,8111,1,0,0.0,0,-3787,0,3787,50,False,0,4,2022
1963,Dominic Calvert-Lewin,FWD,Everton,4.3,0,0,0,0,0.0,177,35,0,0,0.0,0.0,2021-09-13T19:00:00Z,0,5,0,0,0,0,4,0,1163116,1,3,0.0,0,-92716,323410,416126,82,True,0,4,2022
1964,Nikola Vlasic,MID,West Ham,2.6,0,0,4,0,11.2,582,39,0,0,2.1,3.6,2021-09-11T14:00:00Z,27,16,0,0,0,0,4,0,3924,0,0,6.0,1,3028,4680,1652,60,False,0,4,2022
1965,Takehiro Tomiyasu,DEF,Arsenal,2.8,0,0,21,1,5.3,590,31,0,0,2.7,7.4,2021-09-11T14:00:00Z,61,15,0,0,0,0,4,0,11378,0,1,14.0,6,9240,14647,5407,45,True,0,4,2022
1966,Kalvin Phillips,MID,Leeds,1.2,0,0,16,0,3.7,191,36,3,0,2.7,22.8,2021-09-12T15:30:00Z,90,11,0,0,0,0,4,0,157564,3,0,0.0,2,-14111,14818,28929,50,True,0,4,2022
1967,Oliver Skipp,MID,Spurs,2.0,0,0,13,0,0.7,373,34,3,0,1.0,9.6,2021-09-11T11:30:00Z,90,7,0,0,0,0,4,0,87722,0,3,0.0,2,9983,44641,34658,45,False,0,4,2022
1968,Ollie Watkins,FWD,Aston Villa,0.5,0,0,7,0,24.7,40,33,3,0,16.2,17.4,2021-09-11T16:30:00Z,90,6,0,0,0,0,4,0,115875,0,3,120.0,2,-21745,7451,29196,73,False,0,4,2022
1969,Ethan Pinnock,DEF,Brentford,2.8,0,0,16,0,0.3,91,32,1,0,1.6,15.8,2021-09-11T14:00:00Z,90,4,0,0,0,0,4,0,449561,1,0,0.0,2,-20158,52659,72817,46,True,0,4,2022
1970,Aaron Lennon,MID,Burnley,0.0,0,0,3,0,0.1,575,35,0,0,0.0,0.0,2021-09-13T19:00:00Z,14,8,0,0,0,0,4,0,590,1,3,0.0,1,271,382,111,50,False,0,4,2022
1971,Vitaly Janelt,MID,Brentford,1.8,0,0,11,1,15.3,84,32,0,0,5.1,14.6,2021-09-11T14:00:00Z,67,4,0,0,0,0,4,0,5107,1,0,21.0,3,-277,776,1053,50,True,0,4,2022
1972,Davinson SÃ¡nchez,DEF,Spurs,0.0,0,0,0,0,0.0,367,34,0,0,0.0,0.0,2021-09-11T11:30:00Z,0,7,0,0,0,0,4,0,163085,0,3,0.0,0,-5005,89011,94016,45,False,0,4,2022
1973,Mark Gillespie,GK,Newcastle,-1.0,0,0,0,0,0.0,514,38,0,0,0.0,0.0,2021-09-11T14:00:00Z,0,13,0,0,0,0,4,0,28166,1,4,0.0,0,6100,10255,4155,40,False,0,4,2022
1974,Bryan Mbeumo,MID,Brentford,1.5,0,0,-3,0,23.4,96,32,1,0,4.1,0.6,2021-09-11T14:00:00Z,90,4,0,0,0,0,4,0,74008,1,0,17.0,1,-19206,11331,30537,55,True,1,4,2022
1975,Abdoulaye DoucourÃ©,MID,Everton,6.2,2,2,33,0,26.8,173,35,1,0,9.4,46.0,2021-09-13T19:00:00Z,90,5,0,0,0,0,4,0,141987,1,3,21.0,10,9162,45662,36500,55,True,0,4,2022
1976,Tim Krul,GK,Norwich,-0.3,0,0,18,0,0.0,314,31,1,0,4.2,41.6,2021-09-11T14:00:00Z,90,1,0,0,0,0,4,5,109997,0,1,0.0,3,-4677,9983,14660,45,False,0,4,2022
1977,Jacob SÃ¸rensen,DEF,Norwich,-1.0,0,0,0,0,0.0,327,31,0,0,0.0,0.0,2021-09-11T14:00:00Z,0,1,0,0,0,0,4,0,5040,0,1,0.0,0,-519,102,621,44,False,0,4,2022
1978,Jamal Lewis,DEF,Newcastle,-0.8,0,0,3,0,0.3,311,38,1,0,0.1,0.6,2021-09-11T14:00:00Z,6,13,0,0,0,0,4,0,9578,1,4,0.0,1,-1485,472,1957,44,False,0,4,2022
1979,Remi Matthews,GK,Crystal Palace,-0.5,0,0,0,0,0.0,561,34,0,0,0.0,0.0,2021-09-11T11:30:00Z,0,17,0,0,0,0,4,0,14991,0,3,0.0,0,8136,10445,2309,40,True,0,4,2022
1980,Rodrigo Hernandez,MID,Man City,3.5,0,0,9,1,15.1,266,37,0,0,2.3,5.4,2021-09-11T14:00:00Z,90,9,0,0,0,0,4,0,56613,1,0,2.0,2,15053,25118,10065,55,False,1,4,2022
1981,Winston Reid,DEF,West Ham,0.5,0,0,0,0,0.0,410,39,0,0,0.0,0.0,2021-09-11T14:00:00Z,0,16,0,0,0,0,4,0,137968,0,0,0.0,0,-6690,11844,18534,40,False,0,4,2022
1982,Axel Tuanzebe,DEF,Aston Villa,0.8,0,0,19,0,0.3,283,33,3,0,1.9,16.6,2021-09-11T16:30:00Z,90,6,0,0,0,0,4,0,51019,0,3,2.0,1,-3696,4723,8419,45,False,0,4,2022
1983,Ademola Lookman,MID,Leicester,1.6,0,0,0,0,0.5,587,37,0,0,3.9,3.4,2021-09-11T14:00:00Z,17,12,0,0,0,0,4,0,1673,1,0,35.0,1,1135,2026,891,60,True,0,4,2022
1984,Hakim Ziyech,MID,Chelsea,1.8,0,0,11,1,24.7,131,33,0,0,6.4,18.8,2021-09-11T16:30:00Z,90,2,0,0,0,0,4,0,28303,0,3,20.0,3,-991,5794,6785,74,True,0,4,2022
1985,Patrick Bamford,FWD,Leeds,4.2,0,0,5,0,5.1,189,36,3,0,8.6,20.4,2021-09-12T15:30:00Z,90,11,0,0,0,0,4,0,902862,3,0,60.0,2,-177771,86070,263841,79,True,0,4,2022
1986,William Saliba,DEF,Arsenal,0.0,0,0,0,0,0.0,27,31,0,0,0.0,0.0,2021-09-11T14:00:00Z,0,15,0,0,0,0,4,0,244,0,1,0.0,0,-29,0,29,45,True,0,4,2022
